Title,Abstract,Authors,Year,Venue,DOI,Cited by,Open Access, URL,Keywords,Language,Numpages,Actions
"Leveraging Information Technology to Support Agents of World Benefit","There is much debate about social responsibility in the context of business and industry but not much in the context of information technology. We address this void by examining developments and innovations at the interface between information technologies and positive social change. In particular, the paper explores the role of information technology in three critical domains: connectivity, education, and economic development. The underlying premise of the authors is that information and communication technologies can serve agents of social innovation in underserved communities and that their consideration is vital to the success of many efforts that pursue global and sustainable change. We also submit that such issues ought to be integrated more centrally into the practice and scholarly mission of the IS discipline.","M. Avital; K. Lyytinen; J. King; Michael D. Gordon; Edward Granger-Happ; R. Mason; R. Watson","2007","Communications of the Association for Information Systems","10.17705/1cais.01925","16","true","https://doi.org/10.17705/1cais.01925","Premise; Information technology; Knowledge management; Context (archaeology); Business; Sustainability; Public relations; Political science; Computer science; Law","en","-","Include"
"Managing Information Systems Integration in Corporate Mergers and Acquisitions","In this chapter, we focus the role of information systems (IS) integration in the context of corporate mergers and acquisitions (M&amp;As). We address the domain from a management perspective and especially target the consequences IS integration has for the acquisition initiative. Based on a literature review, the chapter presents a framework for describing, explaining and managing IS integration in M&amp;As. The framework is suitable both for academics conducting scientific research on IS in M&amp;As as well as business professionals considering an acquisition or merger. The usefulness and validity of the framework is shown by a case study: the Trelleborg Industrial Hose acquisition and IS integration. Based on the framework, the case and relevant literature lessons learned and future research needs are presented and discussed.","S. Henningsson","2007","IGI Global eBooks","10.4018/978-1-59904-048-6.ch009","54","false","https://doi.org/10.4018/978-1-59904-048-6.ch009","Mergers and acquisitions; Context (archaeology); Knowledge management; Perspective (graphical); Business; Focus (optics); Domain (mathematical analysis); Integrated reporting; Information system; Process management","en","-","Include"
"Is Action Research and Its Criteria","-","P. Nielsen","2007","Integrated Series in Information Systems","10.1007/978-0-387-36060-7_15","23","false","https://doi.org/10.1007/978-0-387-36060-7_15","Pragmatism; Action (physics); Context (archaeology); Epistemology; Action research; Research design; Sociology; Psychology; Management science; Social science","en","21","Include"
"Insider as Action Researcher","-","J. Nosek","2007","Integrated Series in Information Systems","10.1007/978-0-387-36060-7_18","4","false","https://doi.org/10.1007/978-0-387-36060-7_18","Insider; Action research; Psychological intervention; Action (physics); Organizational structure; Intervention (counseling); Psychology; Knowledge management; Public relations; Management","en","15","Include"
"Heterogeneous IT Innovation. Developing Industrial Architectural Knowledge","Multiple information technologies are converging. Crucial to organizations’ relentless struggle\nto remain competitive, IT innovation processes must now increasingly take into consideration a\nmultitude of stationary, mobile, and even embedded information technologies and their\nassociated use contexts. In assembling such ubiquitous computing environments, multiple\norganizations with diverging interests and capabilities are involved. Indeed, heterogeneous\ncomponent technologies are frequently associated with independent markets lacking a dominant\nactor knowledgeable about more than fragments of the combined capabilities present. A resulting\nlack of architectural knowledge poses a challenge to organizations attempting to assemble\ninnovative computing environments spanning these boundaries. In this thesis, heterogeneous IT\ninnovation processes are conceptualized as dependent on dispersed component technologies and\nassociated competencies bound together by boundary-spanning architectural knowledge. This\nperspective is formalized as a research model assessed over a five-year action research project in\nthe Swedish transport industry. The research project involved an industry network of independent\ntechnology vendors and user organizations experiencing a mobile-stationary divide in attempts to\nassemble ubiquitous computing environments. Seeking to understand the role and nature of\narchitectural knowledge in heterogeneous IT innovation processes this thesis contributes\nimplications for both research and strategy.\nFirst, architectural knowledge in heterogeneous IT innovation is found to rely on technology\ncapability awareness, use context sensitivity, and business model understanding. However, in\norder to be successfully enacted in practice, the emergence of boundary-spanning competence is\ncrucial. It is imperative to collectively define mutual boundaries between components of an\narchitecture with respect to technology capabilities, use contexts, and business models. Through\nthis process, architectural knowledge emerges as actors gain an increased capability to\nappreciate the conditions present in other components. This creates a crucial foundation for\nboundary spanning innovation. However, such boundary definitions must reflect a viable\ncommon denominator. Any resulting formalized architecture should not pose an immediate threat\nto perceived core markets of any involved component IT base. The need for open boundaryspanning\ncomponent capabilities and requirements of innovation leeway for individual firms\nwithin their core IT base pose a balancing challenge. This can be achieved by black-boxing\ndisputed technology capabilities of the component IT bases, acknowledging the innovation\nprerogative of organizations within that particular component market.","M. Andersson","2007","Gothenburg University Publications Electronic Archive (Gothenburg University)","10.1186/s40852-017-0068-x","6","-","https://doi.org/10.1186/s40852-017-0068-x","","en","15","Include"
"Action Research in New Product Development","-","O. Henfridsson; R. Lindgren","2007","Integrated Series in Information Systems","10.1007/978-0-387-36060-7_8","8","false","https://doi.org/10.1007/978-0-387-36060-7_8","Action research; New product development; Action (physics); Product (mathematics); Process management; Process (computing); Automotive industry; Engineering; Knowledge management; Business","en","24","Include"
"A Critical Assessment of Information Systems Action Research","-","R. Narayanaswamy; V. Grover","2007","Integrated Series in Information Systems","10.1007/978-0-387-36060-7_14","8","false","https://doi.org/10.1007/978-0-387-36060-7_14","Action research; Relevance (law); Action (physics); Management science; Field (mathematics); Information system; Knowledge management; Engineering ethics; Computer science; Sociology","en","27","Include"
"Agility : How to Navigate Improvement Projects Research Section","<jats:title>Abstract</jats:title><jats:p>In this study, we argue that today's changing business environment calls for agile Software Process Improvement (SPI) practices. The study combines experiences from 18 SPI projects executed from 1998 to 2002 at Ericsson in Gothenburg with insights from SPI and agility theory. We suggest that agile SPI practices are both effective and flexible; they employ adaptive governance mechanisms at the corporate level; and they combine different tactics on the project level. We identify and compare two different tactics for SPI projects. Inspired by procedural thinking, the first tactic, the supertanker, employs process‐push and aims for efficient process development and diffusion. On the basis of adaptive thinking, the second tactic, the motorboat, facilitates practice‐pull and aims for adaptive process development and diffusion. We also discuss how agile SPI practices require understanding of the different types of waters in which the two tactics navigate effectively. Copyright © 2006 John Wiley &amp; Sons, Ltd.</jats:p>","I. Aaen; Anne Börjesson; L. Mathiassen","2007","Software Process: Improvement and Practice","10.1002/spip.309","-","-","https://doi.org/10.1002/spip.309","","en","15","Include"
"In touch out in the field. Coalescence and interactive innovation of technology for mobile work.","Today, more than 90% of Britons own a mobile phone handset. Yet, the popularity of mobile telephony is a fairly recent phenomenon, with the first mobile phone call in the UK made only 21 years ago. Mobile technology has come a long way since the first mobile call that was made from St Katherine's dock to Vodafone's head office in Newbury. Many interesting mobile computing technologies have surfaced, including pagers, laptop computers, tablet PCs and Blackberries, constantly offering altogether new communicative acts to mobile workers. Innovation of mobile information systems, too, has changed quite dramatically over this time period. What was once an industry marked by low competition and high profit margins for devices developed purely by Research and Development departments now increasingly involves, even requires, the interaction with users for the innovation of new mobile devices in highly competitive environments. Despite the increasing popularity of mobile technologies, the concept of mobility and the innovation of mobile information systems remain largely unexplored. This study takes up the challenge to examine how innovation of mobile technology unfolds today. With this focus, this research explores the relationships between innovators of technology for mobile work and its users. It departs from the prevalent product- oriented view of innovation and treats technology in the making as a conscious human activity, made possible through the trinity of innovator companies, their organisational clients as innovation partners and their particular mobile workers as end users of the technology. This study examines the complex interaction and coalescence of these parties as shaped by their respective organisational activities, their unique motives for cooperation with one another, their use of technology and their relationship to the geographical mobility and distribution of work. From the outset, this study was committed to providing a rigorous examination grounded in actual work. As an Action Researcher, I was very fortunate to be invited to follow the innovation and development of a fundamentally new mobile information system, based on the convergence of mobile telephony and Radio Frequency Identification (RFID) technology. The empirical work and theoretical analysis emphasised the epistemological differences among innovation participants and unearthed many complications that shape how interactive innovation of technology for mobile work unfolds. Moreover, the analysis of the empirical work led to the conceptual difference between mobility and pervasiveness of work as it pertains to innovation. It revealed Individual Pervasiveness, or the extent to which an individual's technology is aware of its immediate context and communicates details of its bearer and his behaviour. It also uncovered a Pervasive Order, imposed from superior to mobile worker and made possible in this case through mobile RFID. Together, these two concepts fundamentally change the information flow within mobile work activities. The trajectory from mobility to pervasiveness dramatically reshapes the activities of mobile workers and their superiors and, thus, the activity of interactive innovation of technology for mobile work.","Jan H. Kietzmann","2007","London School of Economics and Political Science Theses Online (London School of Economics and Political Science)","10.1057/ejis.2008.18","6","-","https://doi.org/10.1057/ejis.2008.18","","en","16","Include"
"Scientific collaboration","-","D. Sonnenwald","2007","Annual Review of Information Science and Technology","10.1002/aris.2007.1440410121","38","false","https://doi.org/10.1002/aris.2007.1440410121","Computer science; World Wide Web; Knowledge management; Human–computer interaction","en","39","Include"
"Chapter VI Building IT Risk Management Approaches: An Action Research Method","This chapter shows how action research can help practitioners develop IT risk management approaches that are tailored to their organization and the specific issues they face. Based on literature and practical experience, the authors present a method for developing risk management approaches to use in real-world innovation projects. The chapter illustrates the method by presenting the results of developing a risk management approach for software process improvement projects in a software organization.","J. Iversen; P. Nielsen","2006","IGI Global eBooks","10.4018/978-1-60566-092-9.ch006","1","false","https://doi.org/10.4018/978-1-60566-092-9.ch006","Risk management; Risk analysis (engineering); Face (sociological concept); Knowledge management; Process (computing); Computer science; Action (physics); Process management; Management science; Business","en","-","Include"
"Utilizing systems development methods - a conceptual framework","There are not many frameworks of method utilization or use in organization based on empirical studies nor is there a common understanding of these issues. This paper investigates how systems development methods are utilized in practice and proposes a framework to conceive method utilization. The explanatory value of the framework is illustrated by providing an analysis of a case study. The framework highlights several issues of method utilization based on a three years long field study. The framework has two dimensions. The first dimension covers three levels in organizations at which methods can be utilized. They are the organizational level, the project level, and the individual level. The second dimension covers three aspect of utilization of the method that can take place at each level. The three aspects are adoption, adaptation, and use. Thereby the framework provides nine perspectives on method utilization that allow us to understand and guide method utilization in a broader sense than we have found in the literature, which primarily deals with a subset of the nine perspectives. Furthermore, the paper introduces a distinction between method use and method utilization to emphasize a broad view on method utilization. Method utilization includes adoption, adaptation, and use at different levels in development organizations. Method use is strictly defined as the use of methods for systems development.","L. Vogelsang; F. Kensing","2006","European Conference on Information Systems","10.1007/bf02394688","3","-","https://doi.org/10.1007/bf02394688","","en","8","Include"
"Expanding Technological Frames Towards Mediated Collaboration - Groupware Adoption in Virtual Learning Teams","Abstract: This paper provides an in-depth analysis of the technological and social factors that led to the successful adoption of groupware by a virtual team in a educational setting. Drawing on a theoretical framework based on the concept of technological frames, we conducted an action research study to analyse the chronological sequence of events in groupware adoption. We argue that groupware adoption can be conceptualised as a three-step process of expanding and aligning individual technological frames towards groupware. The first step comprises activities that bring knowledge of new technological opportunities to the participants. The second step involves facilitating the participants to articulate and evaluate their work practices and their use of tech-© Scandinavian Journal of Information Systems, 2006, 18(2):29-68 nology. The third and final step deals with the participants &amp;apos; commitment to, and practical enactment of, groupware technology. The alignment of individual technological frames requires the articulation and re-evaluation of experience with collaborative practice and with the use of technology. One of the key findings is that this activity cannot take place at the outset of groupware adoption.","Pernille Bjørn; Ada Scupola; Brian Fitzgerald","2006","Scandinavian Journal of Information Systems","10.4018/978-1-59140-553-5.ch486","22","-","https://doi.org/10.4018/978-1-59140-553-5.ch486","","-","6","Include"
"Healthcare Information Systems:design Theory, Principles And Application","Healthcare information systems (HISs), as a class of systems, are not currently addressed in the MIS literature. This is in spite of a sharp increase in use over the past few years, and the uniquely qualified role that MIS has in the development of, impact and general understanding of HISs. In this project the design science paradigm frames the development of a set of design principles derived from the synthesis of the design literature, ethics literature, and professional guidelines, from both the medical and computing professions. The resulting principles are offered to address the design of healthcare information systems. Action research, a widely accepted methodology for testing design principles derived from the design science paradigm, is employed to test the HIS principles and to implement change in a healthcare organization through the use of an HIS. The action research project was a collaborative effort between a Central Florida hospice and the researcher, the result of which was an advanced directives decision support system. The system was design to meet a number of organizational goals that ranged from tracking compliance with federal regulations to increasing the autonomy of the patients that used the system. The result is a set of tested design principles and lessons learned from both anticipated and unanticipated consequences of the action research project.","Sandra M. Richardson","2006","Journal of International Crisis and Risk Communication Research","10.1080/10447319009525978","5","-","https://doi.org/10.1080/10447319009525978","","en","9","Include"
"Improving results of project portfolio management in the public sector using a balanced strategic scoring model","This thesis suggests improvements, from a strategic perspective, to the practice of scoring projects in public sector organisations. It is argues that current approaches, notably project portfolio managing (PPM), are inadequate for many such organisations, and in fact prone to problems and failure. In particular, present scoring/prioritization approaches in such contexts, largely tend to focus on financial risk/return logic. It is argued that the end result of such a ranking approach is often a non-strategic portfolio project. To address these problems, the candidate proposed the refinement of the scoring approach for project portfolios via the incorporation of Kaplan &amp; Norton's ideas in their Balanced Scorecard (BSC). BSC introduces, apart from purely financial considerations, other 'softer' perspectives (customer, internal business processes, learning and growth) which in combination place a more inclusive emphasis on the vision and strategy of the organisation. In this thesis, it is proposed that the combined PPM and BSC scoring approach amounts to more strategic project selection. Several case studies are conducted to illustrate the merits of the combined PPM/BSC logic. These include case studies in both private and public sector organisations.","J. Norrie","2006","RMIT Research Repository (RMIT University Library)","10.25439/rmt.27351579","22","-","https://doi.org/10.25439/rmt.27351579","","-","-","Include"
"Perceptions and Processes in Assessing Software Requirements Practices","Requirements engineering is a key discipline in analysis and design of business software. There are commonly accepted processes available for requirements engineering, but many organizations struggle to implement and follow these processes. A number of methods have therefore been developed to help assess and improve requirements practices. This exploratory study reports from a project at TelSoft in which we combined process assessments and stakeholder perceptions to arrive at recommendations for improving requirements practices. The paper presents the combined approach, experiences from using the approach at TelSoft, and the resulting insights and recommendations. On that basis, we offer a critical evaluation of the dominant process-driven approach and show how requirements assessment can benefit from the perceptions and active participation of key stakeholders.","Nannette P. Napier; L. Mathiassen; Roy D. Johnson","2006","Americas Conference on Information Systems","10.1002/047121924x.ch5","3","-","https://doi.org/10.1002/047121924x.ch5","","en","19","Include"
"Understanding the perpetration of employee computer crime in the organisational context","While hackers and viruses fuel the IS security concerns for organisations, the problems posed by employee computer crime should not be underestimated. Indeed, a number of IS security researchers have turned their attention to the 'insider' threat. Of this group, several focus on the offender, either in terms of a series of attributes required for perpetration, or with reference to forms of safeguards aimed at negating such behaviour. These studies are complemented by those texts which examine the organisational context in which rogue employees commit computer crime. Currently, however, there has been a lack of insight into the relationship between the offender and the context, during the commission process. To address this deficiency, two criminological theories are advanced. This paper illustrates how the theories, entitled the Rational Choice Perspective and Situational Crime Prevention, can be applied to the IS domain, thereby offering a theoretical basis by which to analyse the offender/context relationship during perpetration. By so doing, practitioners may use these insights to inform and enhance the selection of safeguards in a bid to improve prevention programmes. Furthermore, the importation of the Rational Choice Perspective and Situational Crime Prevention into the IS field opens up potentially new areas for future research.","Robert Willison","2006","Information and organization","10.1016/j.infoandorg.2006.08.001","125","-","https://doi.org/10.1016/j.infoandorg.2006.08.001","","-","-","Include"
"Improve by improving software process improvers","With business environments constantly changing, organisations and individuals must execute and learn in parallel to ensure they can solve today's problems and plan for tomorrow's. This action research explores how action learning can improve Software Process Improvement (SPI) success by 'improving the improvers'. The strategy is to engage SPI teams in theory studies and relate these studies to daily work to help them critically reflect on practice improvements. SPI change agents at Ericsson AB in Gothenburg, Sweden, took on this challenge, participating in a year-long action learning effort. This study presents detailed data about that effort and its impact on the organisation's SPI success rate. Four action-learning activities – literature studies, workshop participation, SPI project meetings, and one-on-one coaching – serve as a lens to understand and assess the effort's value. The data suggests that action learning is a useful approach for improving SPI change agents' understanding and reflection capabilities, thereby increasing the SPI success rate.","Anne Börjesson","2006","International Journal of Business Information Systems","10.1504/ijbis.2006.008602","6","false","https://doi.org/10.1504/ijbis.2006.008602","Coaching; Action (physics); Process (computing); Computer science; Action research; Process management; Work (physics); Action plan; Action learning; Knowledge management","en","-","Include"
"Negotiating Response-ability and Repeat-ability in Requirements Engineering","Requirements engineering (RE) practices are critical to success during the development of business software. As managers assess RE practices, they apply specific perspectives that determine problems identified and recommendations for improvement. Two perspectives have recently dominated managerial thinking within the software industry, one rooted in software process improvement and the other rooted in agile software development. Underpinning these perspectives are two theories about what constitutes good software practice. In this paper, we explicate these theories in relation to RE and show how they differ in basic assumptions about the nature of requirements, requirements capture, requirements usage, change management, and approach to improvement. The repeat-ability theory holds that good requirements practices are plan-driven and follow generic best practices to arrive at an agreed-upon baseline of software requirements. Response-ability holds that good requirements practices are adaptive and involve close interaction between customers and developers to arrive at satisfactory software solutions. We use case study data from a software firm, TelSoft, to show how the theories lead to different interpretations about why current practices are problematic and how problems are resolved. Relating to the improvement strategy adopted at TelSoft, we demonstrate the superiority, for managers, of negotiating response-ability and repeat-ability concerns when improving RE practices. The paper concludes with a discussion of implications for research and practice.","Nannette P. Napier; L. Mathiassen; Roy D. Johnson","2006","International Conference on Interaction Sciences","10.1115/1.4016123","4","-","https://doi.org/10.1115/1.4016123","","en","3","Include"
"Conceptualizing utilization of systems development methods - An empirical investigation of adoption, adaptation and use of methods","-","L. Vogelsang","2006","Information and Software Technology","10.1016/s0950-5849(97)00052-9","-","-","https://doi.org/10.1016/s0950-5849(97)00052-9","","en","15","Include"
"Enterprise architecture: critical factors affecting modelling and management","Expression of osteopontin (OPN) by activated T-cells and macrophages is required for the development of cell-mediated inflammatory responses. Acting through integrin alpha(v)beta(3) and CD44 receptors, OPN can promote chemoattraction and pro-inflammatory cytokine expression by macrophages. In this study, we have used peritoneal macrophages from OPN-/, CD44-/-, and WT mice to study the relationship between OPN and CD44 in macrophage migration. Using confocal microscopy, we show that OPN co-distributes with CD44 inside macrophages at cell edges and in cell processes in a mutually dependent manner. The existence of an intracellular form of OPN is supported by pulse-chase studies in which a thrombin-sensitive, phosphorylated protein immunoprecipitated with OPN antibodies is retained inside macrophages. In OPN-/- and CD44-/- macrophages, the absence of CD44 and OPN, respectively, is associated with the formation of fewer cell processes, reduced cell fusion required to form functional multinucleated osteoclasts in the presence of CSF-1 and RANKL, and impaired chemotaxis. Whereas the chemotaxis of CD44-/- cells to various chemoattractants is almost completely abrogated, a differential effect is seen with the OPN-/- cells. Thus, OPN-/- cells migrate normally towards CSF-1 but not towards fMLP and MCP-1, which signal through G-protein coupled receptors (GPCRs). That the GPCR-mediated migration is dependent upon the level of cell-surface CD44 is indicated by the reduced cell-surface expression of CD44 in OPN-/- cells and a comparable impairment in the chemotaxis of CD44+/- cells. Although chemotaxis of OPN-/- cells could be rescued by an OPN substratum, or by addition of high levels of OPN in solution, no response is evident with physiological levels of OPN, indicating a requirement for the CD44-associated intracellular OPN in CD44 cell-surface expression. These studies indicate, therefore, that the level of cell surface CD44 is critical for GPCR-mediated chemotaxis by peritoneal macrophages and suggest that a novel intracellular form of OPN may modulate CD44 activities involved in these processes.","Richard Bricknall; Gunilla Darrell; Hans Nilsson; K. Pessi","2006","European Conference on Information Systems","10.1002/jcp.10394","149","-","https://doi.org/10.1002/jcp.10394","","-","-","Include"
"A Review of Design Science in Information Systems","This paper gives an appraisal of recent writings on design science in the information systems discipline. The authors believe that the new emphasis on design could be an insightful way to look at the discipline as long as the focus and emphasis of design science is broadened from a technical software engineering perspective to include and embrace the necessary social and organizational considerations. In addition, some potential confusions that surface in the recent design science publications are discussed, including conflating design activity with research. We argue that a reappraisal of some issues of concern may be required to ensure that design science fulfills its promise of building knowledge of design and improving practice in information systems.","J. Marshall; P. McKay","2005","ACIS","10.1007/s10796-005-2767-2","78","-","https://doi.org/10.1007/s10796-005-2767-2","","en","1","Include"
"Being Proactive: Where Action Research Meets Design Research","Information systems research has been criticized for having little influence on practice. One approach to achieving more relevance is to conduct research using appropriate research methods that balance the interests of both researchers and practitioners. This paper examines the similarities between two methods that address this mandate by adopting a proactive stance to investigating information systems in organizations. These two approaches, action research and design research, both directly intervene in real-world domains and effect changes in these domains. We investigate these similarities by examining exemplars of each type of research according to the criteria of the other. Our analysis reveals interesting parallels and similarities between the two, suggesting that the two approaches have much to learn from each other. Based on our analysis, we propose ways to facilitate cross-fertilization between the two approaches that we believe will be useful for both and for IS research in general.","R. Cole; S. Purao; M. Rossi; M. Sein","2005","International Conference on Interaction Sciences","10.1097/jpo.0000000000000568","356","-","https://doi.org/10.1097/jpo.0000000000000568","","en","2","Include"
"Codification or Personalisation: A simple choice?","-","B. Hansen; Jacob Nørbjerg","2005","Socio-Technical Knowledge Management","10.4018/9781599045498.ch021","3","-","https://doi.org/10.4018/9781599045498.ch021","","-","-","Include"
"On the Research Approaches Employed at Recent European Conferences on Information Systems (ECIS 2002 - ECIS 2004)","European Information Systems research is reflected in the papers presented at the European Conference for Information Systems (ECIS). It seems that we employ a number of different approaches for research in the IS community. There has been a debate on methodological appropriateness and choice of research approach over the years. This paper adds to that debate by presenting a snapshot of what research approaches have been employed at recent ECIS. This paper presents a classification scheme for discussing research approaches and applies that scheme to analyse the papers presented at the three most recent ECIS. The results show that the proportion of studies employing qualitative interviews in combination with document studies has increased. The proportion of studies employing prolonged organisational engagement is relatively stable, while experimental studies where artefacts are constructed and/or tested are decreasing.","P. Backlund","2005","European Conference on Information Systems","10.18267/j.aip.110","14","-","https://doi.org/10.18267/j.aip.110","","-","6","Include"
"Supporting collaborative actions through method engineering : exploring the potential of activity theory","Supporting collaborative actions through method engineering : exploring the potential of activity theory","F. Karlsson; Kai Wistrand","2005","The Design Journal","10.1080/14606925.2017.1352958","-","-","https://doi.org/10.1080/14606925.2017.1352958","","en","-","Include"
"Method-user-centred method configuration","Method engineering approaches are often based on the assumption that method users are able to explicitly express their situational method requirements. However, similar to software requirements,situational method requirements are often vague and hard to explicate. In this paper we address the issue of involving method users early during method configuration. This is done through borrowing ideas from user-centred design and prototyping and implementing them on the method engineering layer in a computerized tool support. This tool has proven useful in eliciting situational method requirements in a continuously ongoing dialog with the method users during configuration work-shops.","F. Karlsson; Pär J. Ågerfalk","2005","University of Limerick Institutional Repository (University of Limerick)","10.34961/9728","16","-","https://doi.org/10.34961/9728","","-","-","Include"
"Analysing Knowledge Flows as a Prerequisite to Improve Systems Development Practice","-","B. Hansen; K. Kautz","2005","European Conference on Information Systems","10.1109/hicss.2005.589","6","-","https://doi.org/10.1109/hicss.2005.589","","-","-","Include"
"Developing a participatory consultation process for quality reviews: The initial stage of the European University Associations Quality Review of the Dublin Institute of Technology","This paper describes the evolution of a consultation process utilized by the Technological University Dubin (DIT) as part of a quality review process. An emphasis is placed on outlining: the collaborative nature of the enquiry; the guidelines and code of ethics adopted; the social research methodology utilized both quantitative (online surveys, staff n=1831, student’s n=21094) and qualitative (6 staff focus groups n=45 and 4 stakeholder focus groups n=24 and faculty board submissions 6). Instrument construction, theme sheet design and sampling procedures and response rate are detailed. The author, as consultation facilitator, provides an narrative of events and applies theory to actual practice. He claims that the DIT operationalized the consultation process under the principles of inclusion, openness and transparency, and that the process captured both a valid and reliable account of the attitudes and opinions of the DIT community.","Aidan J. Kenny","2005","Arrow - TU Dublin (Technological University Dublin)","10.21427/d71041","1","true","https://doi.org/10.21427/d71041","Quality (philosophy); Process (computing); Citizen journalism; Stage (stratigraphy); Political science; Library science; Computer science; Law; Paleontology; Operating system","en","-","Include"
"Considering the Offender: Addressing the Procedural Stages of Computer Crime in an Organisational Context","-","Robert Willison","2005","Information and Organization","10.1016/j.infoandorg.2006.08.001","5","-","https://doi.org/10.1016/j.infoandorg.2006.08.001","","en","21","Include"
"MC Sandbox : Tool Support for Method Configuration","Method configuration (MC) has been presented as a particular kind of method engineering (ME). ME in general is often a tedious and time consuming task and method configuration is no exception. Consequently, tool support is often required. In this paper we present an operationalization of the Method for Method Configuration into the tool support MC Sandbox. The functionality in MC Sandbox emphasizes reusable method assets and MC based on methods’ rationale. The latter is usually not considered as an explicit focal area within ME. Furthermore, we present the experiences from the first workshop where the MC Sandbox has been successfully used during configuration work, and the repercussions it has on the design of the tool and the meta-method.","F. Karlsson; Kai Wistrand","2004","Lecture Notes in Computer Science","10.1007/978-3-030-64266-2_14","7","-","https://doi.org/10.1007/978-3-030-64266-2_14","","en","9","Include"
"The Role of Conventional Research Methods in Information Systems Action Research","-","Matt Germonprez; L. Mathiassen","2004","Relevant Theory and Informed Practice","10.1007/1-4020-8095-6_19","15","true","https://doi.org/10.1007/1-4020-8095-6_19","Action research; Action (physics); Information system; Empirical research; Management science; Computer science; Knowledge management; Political science; Sociology; Epistemology","en","18","Include"
"Making SPI Happen: The Roads to Process Implementation","Software Process Improvement (SPI) has been widely adopted by software organizations to enhance their capability to effectively deliver quality software. The approach has several positive merits. But many initiatives fail because the software processes are never adopted in practice. This paper offers a comparative analysis of the implementation strategies and outcomes of 18 SPI initiatives within Ericsson. The analysis draws upon concepts from the diffusion of innovations literature and leads to four different process implementation strategies â High Way, Country Road, Crossroads, and Dead End Street. These roads to software process implementation target different levels of practice and they rely on different mixtures of process push and practice pull. Our research suggests that the High Way with its combination of strong push and strong pull is the most promising road to implementation success, whereas the other roads imply serious barriers to success.","A. Sandberg; L. Mathiassen","2004","European Conference on Information Systems","10.1016/b978-075069993-8/50173-5","7","-","https://doi.org/10.1016/b978-075069993-8/50173-5","","en","7","Include"
"Grounding through operationalization: constructing tangible theory in IS research","The research interests of information systems (IS) researchers often lead to a tension between theory development on the one hand and practical application, such as the implementation of computer applications or business processes, on the other. This tension is, for example, made manifest in the various action research approaches typically used in IS research. This paper presents an approach to IS research that aims to maintain a link between the abstract and the concrete in order to construct ‘tangible theory’. The approach is based on a perspective referred to as socio-instrumental pragmatism and on the concept of grounding knowledge in three different ways: internal grounding, external theoretical grounding, and empirical grounding. Specifically, the suggested approach puts forward the idea of operationalization of abstract knowledge into concrete forms that are more directly applicable in practice.","Pär J. Ågerfalk","2004","European Conference on Information Systems","10.34961/373","19","-","https://doi.org/10.34961/373","","-","-","Include"
"Grounding Thr ough Operationalization - Constructing Tangible Theor y in IS Research","-","Pär J. Ågerfalk","2004","SpringerBriefs in Applied Sciences and Technology","10.1007/978-3-032-05322-0_3","-","-","https://doi.org/10.1007/978-3-032-05322-0_3","","en","9","Include"
"Variation Mechanisms and Multi-view Architecting in Platform-based Product Family Development","Over the past decades, the size and complexity of software within products has grown rapidly. Furthermore, the variation in products has increased. One way to cope with these trends is to develop products within the context of a product family. Product family development introduces a structured approach for reusing software across the products within the family. Product families are gaining in importance in the software industry. This thesis presents the work we have performed at Philips Research using industrial cases. It consists of three parts, each addressing an area of research related to product family development. In the first part we deal with the question how variation can be supported in a product family. We describe two methods for dealing with variation. The first method uses component frameworks with plug-in components. The component frameworks capture the generic functionality and form a stable part of the software architecture. The plug-in components provide the specific functionality that is needed to make a specific product. We focus especially on component frameworks, where the functionality is defined in the form of services. We describe a second method that is used for the development of a platform with reusable components. For a specific product components can be reused from this platform. An important element of this method is the explicit handling of interfaces, allowing the exchange of components providing the same interface. Another important element is the use of information models, which describe the data that are exchanged via the interfaces. In the second part of this thesis we describe a method that contributes to the management of complexity, especially product families. This method uses design aspects, which are related to views that crosscut the main decomposition of a system, such as data logging or error handling. They provide a valuable structuring mechanism for the various phases of development; we will give various examples of this. Design aspects help to obtain components that can be easily reused. Since design aspects do not deal with domain specific functionality, the design aspects and their relation to the architecture requirements we describe in our study are broader applicable. In the third part we deal with the question how a product family approach can be successfully introduced and maintained. In this part, we deal not only with technical issues, but also with business, process and organization issues. Based on a number of case studies, we identify important factors that must be considered to obtain successful product family development. Furthermore, we introduce a classification scheme for product family approaches, which is based platform coverage and variation mechanisms. This classification scheme supports the selection of a suitable product family approach and can be used to evaluate and compare existing product families. We also discuss product family introduction strategies using the scheme.","J. G. Wijnstra","2004","Data Archiving and Networked Services (DANS)","10.1007/0-387-29197-0_1","5","-","https://doi.org/10.1007/0-387-29197-0_1","","en","15","Include"
